Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
testCLoud,Chrome 107.0.0.0,,,2022-11-30 13:45:52,2022-11-30 14:00:01,"14m - 8,556s",PASSED
,,,,,,,
Test Cases/Navegador/Navegador,Chrome 107.0.0.0,,,2022-11-30 13:45:53,2022-11-30 13:46:11,"17,813s",PASSED
"openBrowser(""https://demoqa.com/text-box"")",Chrome 107.0.0.0,,,2022-11-30 13:45:54,2022-11-30 13:46:10,"15,733s",PASSED
maximizeWindow(),Chrome 107.0.0.0,,,2022-11-30 13:46:10,2022-11-30 13:46:10,"0,192s",PASSED
page_url = getUrl(),Chrome 107.0.0.0,,,2022-11-30 13:46:10,2022-11-30 13:46:10,"0,062s",PASSED
print(page_url),Chrome 107.0.0.0,,,2022-11-30 13:46:10,2022-11-30 13:46:10,"0,008s",PASSED
Titulo = getWindowTitle(),Chrome 107.0.0.0,,,2022-11-30 13:46:10,2022-11-30 13:46:10,"0,045s",PASSED
"print(""titiulo de la pagina"" + Titulo)",Chrome 107.0.0.0,,,2022-11-30 13:46:10,2022-11-30 13:46:10,"0,002s",PASSED
closeBrowser(),Chrome 107.0.0.0,,,2022-11-30 13:46:10,2022-11-30 13:46:11,"0,832s",PASSED
,,,,,,,
Test Cases/Objecto_xpath/Caso_xpath,Chrome 107.0.0.0,,,2022-11-30 13:46:11,2022-11-30 13:46:28,"17,712s",PASSED
"openBrowser("""")",Chrome 107.0.0.0,,,2022-11-30 13:46:11,2022-11-30 13:46:13,"1,410s",PASSED
"navigateToUrl(""https://demoqa.com/text-box"")",Chrome 107.0.0.0,,,2022-11-30 13:46:13,2022-11-30 13:46:21,"8,480s",PASSED
maximizeWindow(),Chrome 107.0.0.0,,,2022-11-30 13:46:21,2022-11-30 13:46:21,"0,156s",PASSED
"setText(findTestObject(""Objeto_xpath/Campo_nombre""), ""Ljubo"")",Chrome 107.0.0.0,,,2022-11-30 13:46:21,2022-11-30 13:46:24,"2,507s",PASSED
delay(3),Chrome 107.0.0.0,,,2022-11-30 13:46:24,2022-11-30 13:46:27,"3,078s",PASSED
closeBrowser(),Chrome 107.0.0.0,,,2022-11-30 13:46:27,2022-11-30 13:46:28,"1,532s",PASSED
,,,,,,,
Test Cases/Condicionales_If/Condicionar_titulo,Chrome 107.0.0.0,,,2022-11-30 13:46:28,2022-11-30 13:47:02,"33,121s",PASSED
"openBrowser("""")",Chrome 107.0.0.0,,,2022-11-30 13:46:29,2022-11-30 13:46:31,"1,477s",PASSED
"navigateToUrl(""https://demoqa.com/"")",Chrome 107.0.0.0,,,2022-11-30 13:46:31,2022-11-30 13:46:47,"16,030s",PASSED
maximizeWindow(),Chrome 107.0.0.0,,,2022-11-30 13:46:47,2022-11-30 13:46:47,"0,155s",PASSED
waitForPageLoad(5),Chrome 107.0.0.0,,,2022-11-30 13:46:47,2022-11-30 13:46:47,"0,288s",PASSED
"Existe = waitForElementVisible(findTestObject(""Condicionales/Texto_radio""), 3)",Chrome 107.0.0.0,,,2022-11-30 13:46:47,2022-11-30 13:46:54,"6,731s",PASSED
print(Existe),Chrome 107.0.0.0,,,2022-11-30 13:46:54,2022-11-30 13:46:54,"0,001s",PASSED
if (Existe == true),Chrome 107.0.0.0,,,2022-11-30 13:46:54,2022-11-30 13:46:54,"0,001s",PASSED
else,Chrome 107.0.0.0,,,2022-11-30 13:46:54,2022-11-30 13:47:02,"7,793s",PASSED
,,,,,,,
Test Cases/Condicionales_If/Test_1,Chrome 107.0.0.0,,,2022-11-30 13:47:02,2022-11-30 13:47:02,"0,616s",PASSED
if (num == 10),Chrome 107.0.0.0,,,2022-11-30 13:47:02,2022-11-30 13:47:02,"0,001s",PASSED
else,Chrome 107.0.0.0,,,2022-11-30 13:47:02,2022-11-30 13:47:02,"0,001s",PASSED
,,,,,,,
Test Cases/Condicionales_If/Test_2,Chrome 107.0.0.0,,,2022-11-30 13:47:02,2022-11-30 13:47:03,"0,444s",PASSED
if (num == 5),Chrome 107.0.0.0,,,2022-11-30 13:47:03,2022-11-30 13:47:03,"0,001s",PASSED
if (num == 10),Chrome 107.0.0.0,,,2022-11-30 13:47:03,2022-11-30 13:47:03,"0,004s",PASSED
,,,,,,,
Test Cases/Condicionales_If/Test_3,Chrome 107.0.0.0,,,2022-11-30 13:47:03,2022-11-30 13:47:03,"0,449s",PASSED
"if (nombre == ""Juan"")",Chrome 107.0.0.0,,,2022-11-30 13:47:03,2022-11-30 13:47:03,"0,001s",PASSED
"if (nombre == ""JUan"")",Chrome 107.0.0.0,,,2022-11-30 13:47:03,2022-11-30 13:47:03,"0,001s",PASSED
"if (nombre == ""juan"")",Chrome 107.0.0.0,,,2022-11-30 13:47:03,2022-11-30 13:47:03,"0,002s",PASSED
,,,,,,,
Test Cases/Condicionales_If/Test_4,Chrome 107.0.0.0,,,2022-11-30 13:47:03,2022-11-30 13:47:04,"0,481s",PASSED
if (num <= 7),Chrome 107.0.0.0,,,2022-11-30 13:47:04,2022-11-30 13:47:04,"0,002s",PASSED
if (num >= 8),Chrome 107.0.0.0,,,2022-11-30 13:47:04,2022-11-30 13:47:04,"0,001s",PASSED
if (num != 5),Chrome 107.0.0.0,,,2022-11-30 13:47:04,2022-11-30 13:47:04,"0,000s",PASSED
,,,,,,,
Test Cases/Condicionales_If/Test_edad,Chrome 107.0.0.0,,,2022-11-30 13:47:04,2022-11-30 13:47:04,"0,471s",PASSED
if (edad >= 1 && edad <= 17),Chrome 107.0.0.0,,,2022-11-30 13:47:04,2022-11-30 13:47:04,"0,001s",PASSED
else if (edad == 18),Chrome 107.0.0.0,,,2022-11-30 13:47:04,2022-11-30 13:47:04,"0,000s",PASSED
else if (edad <= 0),Chrome 107.0.0.0,,,2022-11-30 13:47:04,2022-11-30 13:47:04,"0,000s",PASSED
else if (edad == 120),Chrome 107.0.0.0,,,2022-11-30 13:47:04,2022-11-30 13:47:04,"0,001s",PASSED
else,Chrome 107.0.0.0,,,2022-11-30 13:47:04,2022-11-30 13:47:04,"0,001s",PASSED
,,,,,,,
Test Cases/Condicionales_If/Test_valor,Chrome 107.0.0.0,,,2022-11-30 13:47:04,2022-11-30 13:47:24,"20,225s",PASSED
"openBrowser("""")",Chrome 107.0.0.0,,,2022-11-30 13:47:05,2022-11-30 13:47:06,"1,396s",PASSED
"navigateToUrl(""https://demoqa.com/"")",Chrome 107.0.0.0,,,2022-11-30 13:47:06,2022-11-30 13:47:15,"8,779s",PASSED
maximizeWindow(),Chrome 107.0.0.0,,,2022-11-30 13:47:15,2022-11-30 13:47:15,"0,186s",PASSED
waitForPageLoad(10),Chrome 107.0.0.0,,,2022-11-30 13:47:15,2022-11-30 13:47:15,"0,022s",PASSED
"Existe = waitForElementVisible(findTestObject(""Condicionales/titulo1""), 5)",Chrome 107.0.0.0,,,2022-11-30 13:47:15,2022-11-30 13:47:24,"8,481s",PASSED
if (Existe == true),Chrome 107.0.0.0,,,2022-11-30 13:47:24,2022-11-30 13:47:24,"0,001s",PASSED
else,Chrome 107.0.0.0,,,2022-11-30 13:47:24,2022-11-30 13:47:24,"0,748s",PASSED
,,,,,,,
Test Cases/BUCLES/Reto_For,Chrome 107.0.0.0,,,2022-11-30 13:50:01,2022-11-30 13:50:39,"38,227s",PASSED
"openBrowser("""")",Chrome 107.0.0.0,,,2022-11-30 13:50:01,2022-11-30 13:50:03,"2,379s",PASSED
"navigateToUrl(""https://demoqa.com/text-box"")",Chrome 107.0.0.0,,,2022-11-30 13:50:03,2022-11-30 13:50:19,"15,957s",PASSED
maximizeWindow(),Chrome 107.0.0.0,,,2022-11-30 13:50:19,2022-11-30 13:50:19,"0,162s",PASSED
waitForPageLoad(5),Chrome 107.0.0.0,,,2022-11-30 13:50:19,2022-11-30 13:50:19,"0,021s",PASSED
"for ([x = 1, x <= 4, (x++)])",Chrome 107.0.0.0,,,2022-11-30 13:50:19,2022-11-30 13:50:38,"18,935s",PASSED
closeBrowser(),Chrome 107.0.0.0,,,2022-11-30 13:50:38,2022-11-30 13:50:39,"0,751s",PASSED
,,,,,,,
Test Cases/BUCLES/Reto_while,Chrome 107.0.0.0,,,2022-11-30 13:50:39,2022-11-30 13:51:01,"22,371s",PASSED
"openBrowser("""")",Chrome 107.0.0.0,,,2022-11-30 13:50:40,2022-11-30 13:50:41,"1,484s",PASSED
"navigateToUrl(""https://www.google.com/"")",Chrome 107.0.0.0,,,2022-11-30 13:50:41,2022-11-30 13:50:44,"3,133s",PASSED
Bandera = 0,Chrome 107.0.0.0,,,2022-11-30 13:50:44,2022-11-30 13:50:44,"0,000s",PASSED
while (Bandera != 1),Chrome 107.0.0.0,,,2022-11-30 13:50:44,2022-11-30 13:51:01,"17,199s",PASSED
,,,,,,,
Test Cases/BUCLES/Reto_while_solucion,Chrome 107.0.0.0,,,2022-11-30 13:51:01,2022-11-30 13:52:12,"1m - 10,926s",PASSED
"openBrowser("""")",Chrome 107.0.0.0,,,2022-11-30 13:51:02,2022-11-30 13:51:03,"1,402s",PASSED
"navigateToUrl(""https://www.google.com/"")",Chrome 107.0.0.0,,,2022-11-30 13:51:03,2022-11-30 13:51:05,"2,053s",PASSED
Res = 0,Chrome 107.0.0.0,,,2022-11-30 13:51:05,2022-11-30 13:51:05,"0,000s",PASSED
while (Res != 8),Chrome 107.0.0.0,,,2022-11-30 13:51:05,2022-11-30 13:52:12,"1m - 6,899s",PASSED
,,,,,,,
