Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Data_excel,Chrome 107.0.0.0,,,2022-11-23 19:44:57,2022-11-23 19:46:39,"1m - 42,467s",PASSED
,,,,,,,
Test Cases/Drive_excel/Drive_excel,Chrome 107.0.0.0,,,2022-11-23 19:44:57,2022-11-23 19:45:21,"23,520s",PASSED
"openBrowser("""")",Chrome 107.0.0.0,,,2022-11-23 19:44:58,2022-11-23 19:45:02,"4,106s",PASSED
"navigateToUrl(""https://demoqa.com/automation-practice-form"")",Chrome 107.0.0.0,,,2022-11-23 19:45:02,2022-11-23 19:45:13,"11,309s",PASSED
waitForPageLoad(40),Chrome 107.0.0.0,,,2022-11-23 19:45:13,2022-11-23 19:45:14,"0,338s",PASSED
maximizeWindow(),Chrome 107.0.0.0,,,2022-11-23 19:45:14,2022-11-23 19:45:14,"0,277s",PASSED
"setText(findTestObject(""Object Repository/Drive_excel/Page_ToolsQA/input_Name_firstName""), nombre)",Chrome 107.0.0.0,,,2022-11-23 19:45:14,2022-11-23 19:45:16,"1,608s",PASSED
"setText(findTestObject(""Object Repository/Drive_excel/Page_ToolsQA/input_Name_lastName""), apellido)",Chrome 107.0.0.0,,,2022-11-23 19:45:16,2022-11-23 19:45:17,"0,864s",PASSED
"setText(findTestObject(""Object Repository/Drive_excel/Page_ToolsQA/input_Email_userEmail""), email)",Chrome 107.0.0.0,,,2022-11-23 19:45:17,2022-11-23 19:45:18,"1,518s",PASSED
delay(2),Chrome 107.0.0.0,,,2022-11-23 19:45:18,2022-11-23 19:45:20,"2,059s",PASSED
closeBrowser(),Chrome 107.0.0.0,,,2022-11-23 19:45:20,2022-11-23 19:45:21,"0,748s",PASSED
,,,,,,,
Test Cases/Drive_excel/Drive_excel,Chrome 107.0.0.0,,,2022-11-23 19:45:21,2022-11-23 19:45:45,"23,688s",PASSED
"openBrowser("""")",Chrome 107.0.0.0,,,2022-11-23 19:45:21,2022-11-23 19:45:23,"1,539s",PASSED
"navigateToUrl(""https://demoqa.com/automation-practice-form"")",Chrome 107.0.0.0,,,2022-11-23 19:45:23,2022-11-23 19:45:38,"15,678s",PASSED
waitForPageLoad(40),Chrome 107.0.0.0,,,2022-11-23 19:45:38,2022-11-23 19:45:38,"0,074s",PASSED
maximizeWindow(),Chrome 107.0.0.0,,,2022-11-23 19:45:38,2022-11-23 19:45:38,"0,157s",PASSED
"setText(findTestObject(""Object Repository/Drive_excel/Page_ToolsQA/input_Name_firstName""), nombre)",Chrome 107.0.0.0,,,2022-11-23 19:45:38,2022-11-23 19:45:40,"1,218s",PASSED
"setText(findTestObject(""Object Repository/Drive_excel/Page_ToolsQA/input_Name_lastName""), apellido)",Chrome 107.0.0.0,,,2022-11-23 19:45:40,2022-11-23 19:45:40,"0,831s",PASSED
"setText(findTestObject(""Object Repository/Drive_excel/Page_ToolsQA/input_Email_userEmail""), email)",Chrome 107.0.0.0,,,2022-11-23 19:45:40,2022-11-23 19:45:41,"0,985s",PASSED
delay(2),Chrome 107.0.0.0,,,2022-11-23 19:45:41,2022-11-23 19:45:43,"2,009s",PASSED
closeBrowser(),Chrome 107.0.0.0,,,2022-11-23 19:45:43,2022-11-23 19:45:45,"1,174s",PASSED
,,,,,,,
Test Cases/Drive_excel/Drive_excel,Chrome 107.0.0.0,,,2022-11-23 19:45:45,2022-11-23 19:46:01,"16,188s",PASSED
"openBrowser("""")",Chrome 107.0.0.0,,,2022-11-23 19:45:45,2022-11-23 19:45:46,"1,531s",PASSED
"navigateToUrl(""https://demoqa.com/automation-practice-form"")",Chrome 107.0.0.0,,,2022-11-23 19:45:46,2022-11-23 19:45:54,"7,743s",PASSED
waitForPageLoad(40),Chrome 107.0.0.0,,,2022-11-23 19:45:54,2022-11-23 19:45:54,"0,032s",PASSED
maximizeWindow(),Chrome 107.0.0.0,,,2022-11-23 19:45:54,2022-11-23 19:45:54,"0,168s",PASSED
"setText(findTestObject(""Object Repository/Drive_excel/Page_ToolsQA/input_Name_firstName""), nombre)",Chrome 107.0.0.0,,,2022-11-23 19:45:54,2022-11-23 19:45:56,"1,494s",PASSED
"setText(findTestObject(""Object Repository/Drive_excel/Page_ToolsQA/input_Name_lastName""), apellido)",Chrome 107.0.0.0,,,2022-11-23 19:45:56,2022-11-23 19:45:57,"0,981s",PASSED
"setText(findTestObject(""Object Repository/Drive_excel/Page_ToolsQA/input_Email_userEmail""), email)",Chrome 107.0.0.0,,,2022-11-23 19:45:57,2022-11-23 19:45:58,"0,952s",PASSED
delay(2),Chrome 107.0.0.0,,,2022-11-23 19:45:58,2022-11-23 19:46:00,"2,008s",PASSED
closeBrowser(),Chrome 107.0.0.0,,,2022-11-23 19:46:00,2022-11-23 19:46:01,"1,237s",PASSED
,,,,,,,
Test Cases/Drive_excel/Drive_excel,Chrome 107.0.0.0,,,2022-11-23 19:46:01,2022-11-23 19:46:19,"18,333s",PASSED
"openBrowser("""")",Chrome 107.0.0.0,,,2022-11-23 19:46:01,2022-11-23 19:46:02,"1,466s",PASSED
"navigateToUrl(""https://demoqa.com/automation-practice-form"")",Chrome 107.0.0.0,,,2022-11-23 19:46:02,2022-11-23 19:46:12,"9,190s",PASSED
waitForPageLoad(40),Chrome 107.0.0.0,,,2022-11-23 19:46:12,2022-11-23 19:46:12,"0,030s",PASSED
maximizeWindow(),Chrome 107.0.0.0,,,2022-11-23 19:46:12,2022-11-23 19:46:12,"0,150s",PASSED
"setText(findTestObject(""Object Repository/Drive_excel/Page_ToolsQA/input_Name_firstName""), nombre)",Chrome 107.0.0.0,,,2022-11-23 19:46:12,2022-11-23 19:46:15,"2,735s",PASSED
"setText(findTestObject(""Object Repository/Drive_excel/Page_ToolsQA/input_Name_lastName""), apellido)",Chrome 107.0.0.0,,,2022-11-23 19:46:15,2022-11-23 19:46:16,"0,916s",PASSED
"setText(findTestObject(""Object Repository/Drive_excel/Page_ToolsQA/input_Email_userEmail""), email)",Chrome 107.0.0.0,,,2022-11-23 19:46:16,2022-11-23 19:46:17,"1,097s",PASSED
delay(2),Chrome 107.0.0.0,,,2022-11-23 19:46:17,2022-11-23 19:46:19,"2,007s",PASSED
closeBrowser(),Chrome 107.0.0.0,,,2022-11-23 19:46:19,2022-11-23 19:46:19,"0,713s",PASSED
,,,,,,,
Test Cases/Drive_excel/Drive_excel,Chrome 107.0.0.0,,,2022-11-23 19:46:19,2022-11-23 19:46:39,"19,699s",PASSED
"openBrowser("""")",Chrome 107.0.0.0,,,2022-11-23 19:46:19,2022-11-23 19:46:21,"1,486s",PASSED
"navigateToUrl(""https://demoqa.com/automation-practice-form"")",Chrome 107.0.0.0,,,2022-11-23 19:46:21,2022-11-23 19:46:32,"10,733s",PASSED
waitForPageLoad(40),Chrome 107.0.0.0,,,2022-11-23 19:46:32,2022-11-23 19:46:32,"0,035s",PASSED
maximizeWindow(),Chrome 107.0.0.0,,,2022-11-23 19:46:32,2022-11-23 19:46:32,"0,155s",PASSED
"setText(findTestObject(""Object Repository/Drive_excel/Page_ToolsQA/input_Name_firstName""), nombre)",Chrome 107.0.0.0,,,2022-11-23 19:46:32,2022-11-23 19:46:34,"2,259s",PASSED
"setText(findTestObject(""Object Repository/Drive_excel/Page_ToolsQA/input_Name_lastName""), apellido)",Chrome 107.0.0.0,,,2022-11-23 19:46:34,2022-11-23 19:46:35,"0,864s",PASSED
