Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
testCLoud,Chrome 107.0.0.0,,,2022-11-30 11:36:34,2022-11-30 11:46:14,"9m - 40,587s",PASSED
,,,,,,,
Test Cases/Navegador/Navegador,Chrome 107.0.0.0,,,2022-11-30 11:36:34,2022-11-30 11:36:50,"15,859s",PASSED
"openBrowser(""https://demoqa.com/text-box"")",Chrome 107.0.0.0,,,2022-11-30 11:36:35,2022-11-30 11:36:49,"13,987s",PASSED
maximizeWindow(),Chrome 107.0.0.0,,,2022-11-30 11:36:49,2022-11-30 11:36:49,"0,184s",PASSED
page_url = getUrl(),Chrome 107.0.0.0,,,2022-11-30 11:36:49,2022-11-30 11:36:49,"0,051s",PASSED
print(page_url),Chrome 107.0.0.0,,,2022-11-30 11:36:49,2022-11-30 11:36:49,"0,006s",PASSED
Titulo = getWindowTitle(),Chrome 107.0.0.0,,,2022-11-30 11:36:49,2022-11-30 11:36:49,"0,045s",PASSED
"print(""titiulo de la pagina"" + Titulo)",Chrome 107.0.0.0,,,2022-11-30 11:36:49,2022-11-30 11:36:49,"0,003s",PASSED
closeBrowser(),Chrome 107.0.0.0,,,2022-11-30 11:36:49,2022-11-30 11:36:50,"0,939s",PASSED
,,,,,,,
Test Cases/Objecto_xpath/Caso_xpath,Chrome 107.0.0.0,,,2022-11-30 11:36:50,2022-11-30 11:37:23,"32,884s",PASSED
"openBrowser("""")",Chrome 107.0.0.0,,,2022-11-30 11:36:51,2022-11-30 11:36:52,"1,392s",PASSED
"navigateToUrl(""https://demoqa.com/text-box"")",Chrome 107.0.0.0,,,2022-11-30 11:36:52,2022-11-30 11:37:17,"25,310s",PASSED
maximizeWindow(),Chrome 107.0.0.0,,,2022-11-30 11:37:17,2022-11-30 11:37:18,"0,168s",PASSED
"setText(findTestObject(""Objeto_xpath/Campo_nombre""), ""Ljubo"")",Chrome 107.0.0.0,,,2022-11-30 11:37:18,2022-11-30 11:37:19,"1,094s",PASSED
delay(3),Chrome 107.0.0.0,,,2022-11-30 11:37:19,2022-11-30 11:37:22,"3,083s",PASSED
closeBrowser(),Chrome 107.0.0.0,,,2022-11-30 11:37:22,2022-11-30 11:37:23,"1,216s",PASSED
,,,,,,,
Test Cases/Condicionales_If/Condicionar_titulo,Chrome 107.0.0.0,,,2022-11-30 11:37:23,2022-11-30 11:37:56,"33,405s",PASSED
"openBrowser("""")",Chrome 107.0.0.0,,,2022-11-30 11:37:24,2022-11-30 11:37:25,"1,449s",PASSED
"navigateToUrl(""https://demoqa.com/"")",Chrome 107.0.0.0,,,2022-11-30 11:37:25,2022-11-30 11:37:38,"13,370s",PASSED
maximizeWindow(),Chrome 107.0.0.0,,,2022-11-30 11:37:38,2022-11-30 11:37:39,"0,154s",PASSED
waitForPageLoad(5),Chrome 107.0.0.0,,,2022-11-30 11:37:39,2022-11-30 11:37:39,"0,191s",PASSED
