Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Integracion_2,Chrome 107.0.0.0,,,2022-11-28 12:46:16,2022-11-28 12:47:19,"1m - 2,701s",PASSED
,,,,,,,
Test Cases/BUCLES/Reto_while,Chrome 107.0.0.0,,,2022-11-28 12:46:17,2022-11-28 12:47:02,"45,002s",PASSED
"openBrowser("""")",Chrome 107.0.0.0,,,2022-11-28 12:46:18,2022-11-28 12:46:27,"9,730s",PASSED
"navigateToUrl(""https://www.google.com/"")",Chrome 107.0.0.0,,,2022-11-28 12:46:27,2022-11-28 12:46:30,"2,236s",PASSED
Bandera = 0,Chrome 107.0.0.0,,,2022-11-28 12:46:30,2022-11-28 12:46:30,"0,001s",PASSED
while (Bandera != 1),Chrome 107.0.0.0,,,2022-11-28 12:46:30,2022-11-28 12:47:02,"32,427s",PASSED
,,,,,,,
Test Cases/Condicionales_If/Test_1,Chrome 107.0.0.0,,,2022-11-28 12:47:02,2022-11-28 12:47:03,"0,859s",PASSED
if (num == 10),Chrome 107.0.0.0,,,2022-11-28 12:47:03,2022-11-28 12:47:03,"0,000s",PASSED
else,Chrome 107.0.0.0,,,2022-11-28 12:47:03,2022-11-28 12:47:03,"0,001s",PASSED
,,,,,,,
Test Cases/Condicionales_If/Test_2,Chrome 107.0.0.0,,,2022-11-28 12:47:03,2022-11-28 12:47:03,"0,231s",PASSED
if (num == 5),Chrome 107.0.0.0,,,2022-11-28 12:47:03,2022-11-28 12:47:03,"0,001s",PASSED
if (num == 10),Chrome 107.0.0.0,,,2022-11-28 12:47:03,2022-11-28 12:47:03,"0,002s",PASSED
,,,,,,,
Test Cases/Condicionales_If/Test_3,Chrome 107.0.0.0,,,2022-11-28 12:47:03,2022-11-28 12:47:04,"0,229s",PASSED
"if (nombre == ""Juan"")",Chrome 107.0.0.0,,,2022-11-28 12:47:03,2022-11-28 12:47:03,"0,001s",PASSED
"if (nombre == ""JUan"")",Chrome 107.0.0.0,,,2022-11-28 12:47:03,2022-11-28 12:47:03,"0,001s",PASSED
"if (nombre == ""juan"")",Chrome 107.0.0.0,,,2022-11-28 12:47:03,2022-11-28 12:47:04,"0,002s",PASSED
,,,,,,,
Test Cases/Condicionales_If/Test_4,Chrome 107.0.0.0,,,2022-11-28 12:47:04,2022-11-28 12:47:04,"0,275s",PASSED
if (num <= 7),Chrome 107.0.0.0,,,2022-11-28 12:47:04,2022-11-28 12:47:04,"0,002s",PASSED
if (num >= 8),Chrome 107.0.0.0,,,2022-11-28 12:47:04,2022-11-28 12:47:04,"0,001s",PASSED
if (num != 5),Chrome 107.0.0.0,,,2022-11-28 12:47:04,2022-11-28 12:47:04,"0,001s",PASSED
,,,,,,,
Test Cases/Condicionales_If/Test_2,Chrome 107.0.0.0,,,2022-11-28 12:47:04,2022-11-28 12:47:04,"0,023s",PASSED
if (num == 5),Chrome 107.0.0.0,,,2022-11-28 12:47:04,2022-11-28 12:47:04,"0,001s",PASSED
if (num == 10),Chrome 107.0.0.0,,,2022-11-28 12:47:04,2022-11-28 12:47:04,"0,001s",PASSED
,,,,,,,
Test Cases/Condicionales_If/Test_1,Chrome 107.0.0.0,,,2022-11-28 12:47:04,2022-11-28 12:47:04,"0,024s",PASSED
if (num == 10),Chrome 107.0.0.0,,,2022-11-28 12:47:04,2022-11-28 12:47:04,"0,000s",PASSED
else,Chrome 107.0.0.0,,,2022-11-28 12:47:04,2022-11-28 12:47:04,"0,002s",PASSED
,,,,,,,
Test Cases/Google/google,Chrome 107.0.0.0,,,2022-11-28 12:47:04,2022-11-28 12:47:19,"15,297s",PASSED
"openBrowser("""")",Chrome 107.0.0.0,,,2022-11-28 12:47:04,2022-11-28 12:47:06,"1,858s",PASSED
"navigateToUrl(""https://www.google.com/"")",Chrome 107.0.0.0,,,2022-11-28 12:47:06,2022-11-28 12:47:09,"2,868s",PASSED
maximizeWindow(),Chrome 107.0.0.0,,,2022-11-28 12:47:09,2022-11-28 12:47:09,"0,140s",PASSED
waitForPageLoad(5),Chrome 107.0.0.0,,,2022-11-28 12:47:09,2022-11-28 12:47:09,"0,133s",PASSED
"setText(findTestObject(""Google/Buscar""), ""ferr"")",Chrome 107.0.0.0,,,2022-11-28 12:47:09,2022-11-28 12:47:10,"0,959s",PASSED
"waitForElementPresent(findTestObject(""Google/Ferrari""), 2)",Chrome 107.0.0.0,,,2022-11-28 12:47:10,2022-11-28 12:47:11,"0,682s",PASSED
"click(findTestObject(""Google/Ferrari""))",Chrome 107.0.0.0,,,2022-11-28 12:47:11,2022-11-28 12:47:15,"4,742s",PASSED
delay(3),Chrome 107.0.0.0,,,2022-11-28 12:47:15,2022-11-28 12:47:18,"3,042s",PASSED
closeBrowser(),Chrome 107.0.0.0,,,2022-11-28 12:47:18,2022-11-28 12:47:19,"0,672s",PASSED
