Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
testCLoud,Chrome 107.0.0.0,,,2022-11-30 12:12:54,2022-11-30 12:40:35,"27m - 40,726s",PASSED
,,,,,,,
Test Cases/Navegador/Navegador,Chrome 107.0.0.0,,,2022-11-30 12:12:55,2022-11-30 12:13:10,"15,098s",PASSED
"openBrowser(""https://demoqa.com/text-box"")",Chrome 107.0.0.0,,,2022-11-30 12:12:55,2022-11-30 12:13:09,"13,347s",PASSED
maximizeWindow(),Chrome 107.0.0.0,,,2022-11-30 12:13:09,2022-11-30 12:13:09,"0,184s",PASSED
page_url = getUrl(),Chrome 107.0.0.0,,,2022-11-30 12:13:09,2022-11-30 12:13:09,"0,066s",PASSED
print(page_url),Chrome 107.0.0.0,,,2022-11-30 12:13:09,2022-11-30 12:13:09,"0,007s",PASSED
Titulo = getWindowTitle(),Chrome 107.0.0.0,,,2022-11-30 12:13:09,2022-11-30 12:13:09,"0,058s",PASSED
"print(""titiulo de la pagina"" + Titulo)",Chrome 107.0.0.0,,,2022-11-30 12:13:09,2022-11-30 12:13:09,"0,001s",PASSED
closeBrowser(),Chrome 107.0.0.0,,,2022-11-30 12:13:09,2022-11-30 12:13:10,"0,772s",PASSED
,,,,,,,
Test Cases/Objecto_xpath/Caso_xpath,Chrome 107.0.0.0,,,2022-11-30 12:13:10,2022-11-30 12:14:17,"1m - 7,395s",PASSED
"openBrowser("""")",Chrome 107.0.0.0,,,2022-11-30 12:13:10,2022-11-30 12:13:12,"1,385s",PASSED
"navigateToUrl(""https://demoqa.com/text-box"")",Chrome 107.0.0.0,,,2022-11-30 12:13:12,2022-11-30 12:14:11,"58,779s",PASSED
maximizeWindow(),Chrome 107.0.0.0,,,2022-11-30 12:14:11,2022-11-30 12:14:11,"0,139s",PASSED
"setText(findTestObject(""Objeto_xpath/Campo_nombre""), ""Ljubo"")",Chrome 107.0.0.0,,,2022-11-30 12:14:11,2022-11-30 12:14:13,"2,646s",PASSED
delay(3),Chrome 107.0.0.0,,,2022-11-30 12:14:13,2022-11-30 12:14:16,"3,072s",PASSED
closeBrowser(),Chrome 107.0.0.0,,,2022-11-30 12:14:16,2022-11-30 12:14:17,"0,759s",PASSED
,,,,,,,
Test Cases/Condicionales_If/Condicionar_titulo,Chrome 107.0.0.0,,,2022-11-30 12:14:17,2022-11-30 12:18:45,"4m - 28,122s",PASSED
"openBrowser("""")",Chrome 107.0.0.0,,,2022-11-30 12:14:18,2022-11-30 12:14:19,"1,440s",PASSED
"navigateToUrl(""https://demoqa.com/"")",Chrome 107.0.0.0,,,2022-11-30 12:14:19,2022-11-30 12:18:23,"4m - 3,707s",PASSED
