Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Integracion_2,Chrome 107.0.0.0,,,2022-11-28 12:01:31,2022-11-28 12:02:04,"33,293s",PASSED
,,,,,,,
Test Cases/BUCLES/Reto_while,Chrome 107.0.0.0,,,2022-11-28 12:01:31,2022-11-28 12:01:49,"17,748s",PASSED
"openBrowser("""")",Chrome 107.0.0.0,,,2022-11-28 12:01:31,2022-11-28 12:01:36,"4,078s",PASSED
"navigateToUrl(""https://www.google.com/"")",Chrome 107.0.0.0,,,2022-11-28 12:01:36,2022-11-28 12:01:38,"2,173s",PASSED
Bandera = 0,Chrome 107.0.0.0,,,2022-11-28 12:01:38,2022-11-28 12:01:38,"0,001s",PASSED
while (Bandera != 1),Chrome 107.0.0.0,,,2022-11-28 12:01:38,2022-11-28 12:01:49,"11,033s",PASSED
,,,,,,,
Test Cases/Condicionales_If/Test_1,Chrome 107.0.0.0,,,2022-11-28 12:01:49,2022-11-28 12:01:49,"0,361s",PASSED
if (num == 10),Chrome 107.0.0.0,,,2022-11-28 12:01:49,2022-11-28 12:01:49,"0,001s",PASSED
else,Chrome 107.0.0.0,,,2022-11-28 12:01:49,2022-11-28 12:01:49,"0,002s",PASSED
,,,,,,,
Test Cases/Condicionales_If/Test_2,Chrome 107.0.0.0,,,2022-11-28 12:01:49,2022-11-28 12:01:49,"0,186s",PASSED
if (num == 5),Chrome 107.0.0.0,,,2022-11-28 12:01:49,2022-11-28 12:01:49,"0,001s",PASSED
if (num == 10),Chrome 107.0.0.0,,,2022-11-28 12:01:49,2022-11-28 12:01:49,"0,003s",PASSED
,,,,,,,
Test Cases/Condicionales_If/Test_3,Chrome 107.0.0.0,,,2022-11-28 12:01:49,2022-11-28 12:01:50,"0,188s",PASSED
"if (nombre == ""Juan"")",Chrome 107.0.0.0,,,2022-11-28 12:01:50,2022-11-28 12:01:50,"0,000s",PASSED
"if (nombre == ""JUan"")",Chrome 107.0.0.0,,,2022-11-28 12:01:50,2022-11-28 12:01:50,"0,000s",PASSED
"if (nombre == ""juan"")",Chrome 107.0.0.0,,,2022-11-28 12:01:50,2022-11-28 12:01:50,"0,001s",PASSED
,,,,,,,
Test Cases/Condicionales_If/Test_4,Chrome 107.0.0.0,,,2022-11-28 12:01:50,2022-11-28 12:01:50,"0,190s",PASSED
if (num <= 7),Chrome 107.0.0.0,,,2022-11-28 12:01:50,2022-11-28 12:01:50,"0,002s",PASSED
if (num >= 8),Chrome 107.0.0.0,,,2022-11-28 12:01:50,2022-11-28 12:01:50,"0,001s",PASSED
if (num != 5),Chrome 107.0.0.0,,,2022-11-28 12:01:50,2022-11-28 12:01:50,"0,000s",PASSED
,,,,,,,
Test Cases/Condicionales_If/Test_2,Chrome 107.0.0.0,,,2022-11-28 12:01:50,2022-11-28 12:01:50,"0,022s",PASSED
if (num == 5),Chrome 107.0.0.0,,,2022-11-28 12:01:50,2022-11-28 12:01:50,"0,001s",PASSED
if (num == 10),Chrome 107.0.0.0,,,2022-11-28 12:01:50,2022-11-28 12:01:50,"0,004s",PASSED
,,,,,,,
Test Cases/Condicionales_If/Test_1,Chrome 107.0.0.0,,,2022-11-28 12:01:50,2022-11-28 12:01:50,"0,028s",PASSED
if (num == 10),Chrome 107.0.0.0,,,2022-11-28 12:01:50,2022-11-28 12:01:50,"0,001s",PASSED
else,Chrome 107.0.0.0,,,2022-11-28 12:01:50,2022-11-28 12:01:50,"0,002s",PASSED
,,,,,,,
Test Cases/Google/google,Chrome 107.0.0.0,,,2022-11-28 12:01:50,2022-11-28 12:02:04,"14,057s",PASSED
"openBrowser("""")",Chrome 107.0.0.0,,,2022-11-28 12:01:50,2022-11-28 12:01:52,"1,686s",PASSED
"navigateToUrl(""https://www.google.com/"")",Chrome 107.0.0.0,,,2022-11-28 12:01:52,2022-11-28 12:01:54,"2,522s",PASSED
maximizeWindow(),Chrome 107.0.0.0,,,2022-11-28 12:01:54,2022-11-28 12:01:54,"0,140s",PASSED
waitForPageLoad(5),Chrome 107.0.0.0,,,2022-11-28 12:01:54,2022-11-28 12:01:54,"0,161s",PASSED
"setText(findTestObject(""Google/Buscar""), ""ferr"")",Chrome 107.0.0.0,,,2022-11-28 12:01:54,2022-11-28 12:01:55,"0,924s",PASSED
"waitForElementPresent(findTestObject(""Google/Ferrari""), 2)",Chrome 107.0.0.0,,,2022-11-28 12:01:55,2022-11-28 12:01:56,"0,770s",PASSED
"click(findTestObject(""Google/Ferrari""))",Chrome 107.0.0.0,,,2022-11-28 12:01:56,2022-11-28 12:02:00,"3,805s",PASSED
delay(3),Chrome 107.0.0.0,,,2022-11-28 12:02:00,2022-11-28 12:02:03,"3,031s",PASSED
closeBrowser(),Chrome 107.0.0.0,,,2022-11-28 12:02:03,2022-11-28 12:02:04,"0,835s",PASSED
