Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Data_interno,Chrome 107.0.0.0,,,2022-11-24 12:15:00,2022-11-24 12:15:43,"42,557s",PASSED
,,,,,,,
Test Cases/Drive_excel/Drive_excel,Chrome 107.0.0.0,,,2022-11-24 12:15:01,2022-11-24 12:15:23,"21,949s",PASSED
"openBrowser("""")",Chrome 107.0.0.0,,,2022-11-24 12:15:02,2022-11-24 12:15:06,"3,630s",PASSED
"navigateToUrl(""https://demoqa.com/automation-practice-form"")",Chrome 107.0.0.0,,,2022-11-24 12:15:06,2022-11-24 12:15:16,"10,011s",PASSED
waitForPageLoad(40),Chrome 107.0.0.0,,,2022-11-24 12:15:16,2022-11-24 12:15:16,"0,290s",PASSED
maximizeWindow(),Chrome 107.0.0.0,,,2022-11-24 12:15:16,2022-11-24 12:15:16,"0,205s",PASSED
"setText(findTestObject(""Object Repository/Drive_excel/Page_ToolsQA/input_Name_firstName""), nombre)",Chrome 107.0.0.0,,,2022-11-24 12:15:16,2022-11-24 12:15:18,"1,511s",PASSED
"setText(findTestObject(""Object Repository/Drive_excel/Page_ToolsQA/input_Name_lastName""), apellido)",Chrome 107.0.0.0,,,2022-11-24 12:15:18,2022-11-24 12:15:19,"1,009s",PASSED
"setText(findTestObject(""Object Repository/Drive_excel/Page_ToolsQA/input_Email_userEmail""), email)",Chrome 107.0.0.0,,,2022-11-24 12:15:19,2022-11-24 12:15:20,"0,966s",PASSED
delay(2),Chrome 107.0.0.0,,,2022-11-24 12:15:20,2022-11-24 12:15:22,"2,071s",PASSED
closeBrowser(),Chrome 107.0.0.0,,,2022-11-24 12:15:22,2022-11-24 12:15:23,"1,518s",PASSED
,,,,,,,
Test Cases/Drive_excel/Drive_excel,Chrome 107.0.0.0,,,2022-11-24 12:15:23,2022-11-24 12:15:43,"19,803s",PASSED
"openBrowser("""")",Chrome 107.0.0.0,,,2022-11-24 12:15:23,2022-11-24 12:15:25,"1,541s",PASSED
"navigateToUrl(""https://demoqa.com/automation-practice-form"")",Chrome 107.0.0.0,,,2022-11-24 12:15:25,2022-11-24 12:15:35,"10,416s",PASSED
waitForPageLoad(40),Chrome 107.0.0.0,,,2022-11-24 12:15:35,2022-11-24 12:15:35,"0,029s",PASSED
maximizeWindow(),Chrome 107.0.0.0,,,2022-11-24 12:15:35,2022-11-24 12:15:35,"0,192s",PASSED
"setText(findTestObject(""Object Repository/Drive_excel/Page_ToolsQA/input_Name_firstName""), nombre)",Chrome 107.0.0.0,,,2022-11-24 12:15:35,2022-11-24 12:15:38,"2,993s",PASSED
"setText(findTestObject(""Object Repository/Drive_excel/Page_ToolsQA/input_Name_lastName""), apellido)",Chrome 107.0.0.0,,,2022-11-24 12:15:38,2022-11-24 12:15:39,"0,913s",PASSED
"setText(findTestObject(""Object Repository/Drive_excel/Page_ToolsQA/input_Email_userEmail""), email)",Chrome 107.0.0.0,,,2022-11-24 12:15:39,2022-11-24 12:15:40,"0,908s",PASSED
delay(2),Chrome 107.0.0.0,,,2022-11-24 12:15:40,2022-11-24 12:15:42,"2,009s",PASSED
closeBrowser(),Chrome 107.0.0.0,,,2022-11-24 12:15:42,2022-11-24 12:15:43,"0,764s",PASSED
