Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Data_excel,Chrome 91.0.4472.164,,,2021-07-20 21:01:07,2021-07-20 21:01:55,48.528s,PASSED
,,,,,,,
Test Cases/Drive_excel/Drive_excel,Chrome 91.0.4472.164,,,2021-07-20 21:01:07,2021-07-20 21:01:18,11.253s,PASSED
"openBrowser("""")",Chrome 91.0.4472.164,,,2021-07-20 21:01:08,2021-07-20 21:01:10,2.851s,PASSED
"navigateToUrl(""https://demoqa.com/automation-practice-form"")",Chrome 91.0.4472.164,,,2021-07-20 21:01:10,2021-07-20 21:01:13,2.541s,PASSED
waitForPageLoad(40),Chrome 91.0.4472.164,,,2021-07-20 21:01:13,2021-07-20 21:01:13,0.247s,PASSED
maximizeWindow(),Chrome 91.0.4472.164,,,2021-07-20 21:01:13,2021-07-20 21:01:13,0.152s,PASSED
"setText(findTestObject(""Object Repository/Drive_excel/Page_ToolsQA/input_Name_firstName""), nombre)",Chrome 91.0.4472.164,,,2021-07-20 21:01:13,2021-07-20 21:01:14,0.959s,PASSED
"setText(findTestObject(""Object Repository/Drive_excel/Page_ToolsQA/input_Name_lastName""), apellido)",Chrome 91.0.4472.164,,,2021-07-20 21:01:14,2021-07-20 21:01:15,0.641s,PASSED
"setText(findTestObject(""Object Repository/Drive_excel/Page_ToolsQA/input_Email_userEmail""), email)",Chrome 91.0.4472.164,,,2021-07-20 21:01:15,2021-07-20 21:01:16,0.651s,PASSED
delay(2),Chrome 91.0.4472.164,,,2021-07-20 21:01:16,2021-07-20 21:01:18,2.033s,PASSED
closeBrowser(),Chrome 91.0.4472.164,,,2021-07-20 21:01:18,2021-07-20 21:01:18,0.673s,PASSED
,,,,,,,
Test Cases/Drive_excel/Drive_excel,Chrome 91.0.4472.164,,,2021-07-20 21:01:18,2021-07-20 21:01:28,9.311s,PASSED
"openBrowser("""")",Chrome 91.0.4472.164,,,2021-07-20 21:01:18,2021-07-20 21:01:20,1.200s,PASSED
"navigateToUrl(""https://demoqa.com/automation-practice-form"")",Chrome 91.0.4472.164,,,2021-07-20 21:01:20,2021-07-20 21:01:23,2.914s,PASSED
waitForPageLoad(40),Chrome 91.0.4472.164,,,2021-07-20 21:01:23,2021-07-20 21:01:23,0.019s,PASSED
maximizeWindow(),Chrome 91.0.4472.164,,,2021-07-20 21:01:23,2021-07-20 21:01:23,0.130s,PASSED
"setText(findTestObject(""Object Repository/Drive_excel/Page_ToolsQA/input_Name_firstName""), nombre)",Chrome 91.0.4472.164,,,2021-07-20 21:01:23,2021-07-20 21:01:24,1.088s,PASSED
"setText(findTestObject(""Object Repository/Drive_excel/Page_ToolsQA/input_Name_lastName""), apellido)",Chrome 91.0.4472.164,,,2021-07-20 21:01:24,2021-07-20 21:01:24,0.635s,PASSED
"setText(findTestObject(""Object Repository/Drive_excel/Page_ToolsQA/input_Email_userEmail""), email)",Chrome 91.0.4472.164,,,2021-07-20 21:01:24,2021-07-20 21:01:25,0.648s,PASSED
delay(2),Chrome 91.0.4472.164,,,2021-07-20 21:01:25,2021-07-20 21:01:27,2.005s,PASSED
closeBrowser(),Chrome 91.0.4472.164,,,2021-07-20 21:01:27,2021-07-20 21:01:28,0.659s,PASSED
,,,,,,,
Test Cases/Drive_excel/Drive_excel,Chrome 91.0.4472.164,,,2021-07-20 21:01:28,2021-07-20 21:01:37,8.908s,PASSED
"openBrowser("""")",Chrome 91.0.4472.164,,,2021-07-20 21:01:28,2021-07-20 21:01:29,1.226s,PASSED
"navigateToUrl(""https://demoqa.com/automation-practice-form"")",Chrome 91.0.4472.164,,,2021-07-20 21:01:29,2021-07-20 21:01:31,2.450s,PASSED
waitForPageLoad(40),Chrome 91.0.4472.164,,,2021-07-20 21:01:31,2021-07-20 21:01:31,0.016s,PASSED
maximizeWindow(),Chrome 91.0.4472.164,,,2021-07-20 21:01:31,2021-07-20 21:01:32,0.139s,PASSED
"setText(findTestObject(""Object Repository/Drive_excel/Page_ToolsQA/input_Name_firstName""), nombre)",Chrome 91.0.4472.164,,,2021-07-20 21:01:32,2021-07-20 21:01:33,1.119s,PASSED
"setText(findTestObject(""Object Repository/Drive_excel/Page_ToolsQA/input_Name_lastName""), apellido)",Chrome 91.0.4472.164,,,2021-07-20 21:01:33,2021-07-20 21:01:33,0.646s,PASSED
"setText(findTestObject(""Object Repository/Drive_excel/Page_ToolsQA/input_Email_userEmail""), email)",Chrome 91.0.4472.164,,,2021-07-20 21:01:33,2021-07-20 21:01:34,0.648s,PASSED
delay(2),Chrome 91.0.4472.164,,,2021-07-20 21:01:34,2021-07-20 21:01:36,2.003s,PASSED
closeBrowser(),Chrome 91.0.4472.164,,,2021-07-20 21:01:36,2021-07-20 21:01:37,0.653s,PASSED
,,,,,,,
Test Cases/Drive_excel/Drive_excel,Chrome 91.0.4472.164,,,2021-07-20 21:01:37,2021-07-20 21:01:46,9.340s,PASSED
"openBrowser("""")",Chrome 91.0.4472.164,,,2021-07-20 21:01:37,2021-07-20 21:01:38,1.201s,PASSED
"navigateToUrl(""https://demoqa.com/automation-practice-form"")",Chrome 91.0.4472.164,,,2021-07-20 21:01:38,2021-07-20 21:01:41,2.899s,PASSED
waitForPageLoad(40),Chrome 91.0.4472.164,,,2021-07-20 21:01:41,2021-07-20 21:01:41,0.013s,PASSED
maximizeWindow(),Chrome 91.0.4472.164,,,2021-07-20 21:01:41,2021-07-20 21:01:41,0.129s,PASSED
"setText(findTestObject(""Object Repository/Drive_excel/Page_ToolsQA/input_Name_firstName""), nombre)",Chrome 91.0.4472.164,,,2021-07-20 21:01:41,2021-07-20 21:01:42,1.117s,PASSED
"setText(findTestObject(""Object Repository/Drive_excel/Page_ToolsQA/input_Name_lastName""), apellido)",Chrome 91.0.4472.164,,,2021-07-20 21:01:42,2021-07-20 21:01:43,0.648s,PASSED
"setText(findTestObject(""Object Repository/Drive_excel/Page_ToolsQA/input_Email_userEmail""), email)",Chrome 91.0.4472.164,,,2021-07-20 21:01:43,2021-07-20 21:01:43,0.670s,PASSED
delay(2),Chrome 91.0.4472.164,,,2021-07-20 21:01:43,2021-07-20 21:01:45,2.003s,PASSED
closeBrowser(),Chrome 91.0.4472.164,,,2021-07-20 21:01:45,2021-07-20 21:01:46,0.649s,PASSED
,,,,,,,
Test Cases/Drive_excel/Drive_excel,Chrome 91.0.4472.164,,,2021-07-20 21:01:46,2021-07-20 21:01:55,8.997s,PASSED
"openBrowser("""")",Chrome 91.0.4472.164,,,2021-07-20 21:01:46,2021-07-20 21:01:47,1.186s,PASSED
"navigateToUrl(""https://demoqa.com/automation-practice-form"")",Chrome 91.0.4472.164,,,2021-07-20 21:01:47,2021-07-20 21:01:50,2.688s,PASSED
waitForPageLoad(40),Chrome 91.0.4472.164,,,2021-07-20 21:01:50,2021-07-20 21:01:50,0.012s,PASSED
maximizeWindow(),Chrome 91.0.4472.164,,,2021-07-20 21:01:50,2021-07-20 21:01:50,0.123s,PASSED
"setText(findTestObject(""Object Repository/Drive_excel/Page_ToolsQA/input_Name_firstName""), nombre)",Chrome 91.0.4472.164,,,2021-07-20 21:01:50,2021-07-20 21:01:51,1.009s,PASSED
